X_07j6EI4gu:     3528     
h8IVhTvrzEoGfFte:     not_a_number     true
J1w_nXfzIbwZo:     4147     false
Z9f8YOtzdleTMklncCm:     5689.762847624708     5
qpaB4Vqr_4b:     3191     5
ixqOf2k3SE99v:     999999     5
T1w1_07cVA0Y1FmeeqQ:     -3744     
jgQ5t830ruTsazGpf1Bv:     926.1253779971485     random_value
OGbgWu96k3m5HBQ9s1FS:     -899     false
gZJN0tIg2xr88yanBcrs:     -1597     false
DThAtiwwKxqOVmcI3:     9598.267795450662     false
OmkozxrWdPeqI9fNmU:     not_a_number     5
rbWt:     3851     random_value
hVJ3HfS4qYjJs187:     -2461     5
QqZP2RSkn6OACBCy7F:     not_a_number     
DHIt:     1365     false
k9MYj:     999999     random_value
IlGE6Mu:     not_a_number     random_value
zOYJ1K:     -6960.202482892937     random_value
o_mQDux8:     -3933     
hBE:     not_a_number     random_value
N62NCzhLjbN:     1326     true
n:     999999     5
o1ZKuYZjE9j:     4104     
S2zQXGfmBuW:     -4559     true
I8laKsvDLc17vEd:     -4550     true
iRqN3evxVRy:     -1564     false
I226hsh5i4s7caQp1N:     -5707.563401261157     random_value
Ax:     -1054     5
u:     1479     
jCY_ypzu:     2724     
tNjQSaZqP:     999999     random_value
S0mB5q1:     999999     true
WoZhhdT90HgqWMwMceXT:     6684.522854444749     random_value
bReuYEKWMErls:     not_a_number     
V_2MBBLgL0tiqytEt:     999999     
G0JO8x8M:     -5980.108241626483     5
LSUSt97w:     999999     random_value
eBrDpMe8AK0F:     999999     5
FCWfEF:     not_a_number     5
PTGlxO10M7XkaWV_IPX:     999999     5
GpJM4DqaQUIPyv_X0Igb:     2226     random_value
WlGOS7j8YNNSMfB:     not_a_number     random_value
bRZGQ3Oquwzd8uHaJjtP:     -2505     
FMhQjvIBaujEyF:     999999     random_value
Jvs1CVskLukiGc:     -6091.344152803879     true
z6jcGWD5hk7_RYP:     not_a_number     5
EKT1ME4ZQGp9WSM:     -4701     
xYykjX:     not_a_number     
kfysi_XEh:     -909     false
wuncNnuqx5YllNHX5WAX:     999999     5
Ogcw1DDtdyBVZ1SvRC8:     -977     true
jWQP4GqI3er:     2003     5
eikrYlO5v_0wzi:     -3565.854697616651     5
twl73_RM:     1433     5
Ms4MDDsPzCZuPaPvQ:     999999     false
W2w4fUzDUNS:     114     false
HyjFBhpWEpmCqR:     8384.996901875249     
WuAnAl93KpvjooQn4Z:     77     5
kcrOI4RTHhbHL8mTeISy:     -2312     5
QCwP:     6361.603111378983     
KW:     -2880     5
j_ZC:     4870     false
kyztBa9kq8cFUwQaV:     999999     
SgC07kfuGM4k:     999999     false
avhf_gMDnrI:     -2085     false
hOnIL6qO_tdpuo:     -5138.577026889006     false
z3uHx8eRyyh716T_kA:     -4222     random_value
Ry7M1UPE6FC669voN4Gq:     not_a_number     5
Fm5Wh1zTGVgcoRP:     -3523     false
CHsQH36q:     4266     random_value
nwbb69wY7wIzL3wc45Ti:     3201     
tR9ExHWl_p1:     205     true
gvmR0V6qGf:     not_a_number     false
SCZlZxDJT2Xgqqk:     -4102.617434742908     
Pzb:     not_a_number     random_value
bKoO5I7u:     -4458     random_value
T2yV:     3069     true
SswZMNjg5za7lGA:     -713     
wEq:     3391     true
GSQJyLMNmx59x:     not_a_number     random_value
X2ammRDZNqKtez:     3507     false
t:     4855     
B:     -281     5
UqRB:     not_a_number     true
zwF0KSV3OH:     not_a_number     5
ovJS2KIh25wnn7k5KHJD:     999999     
r4gP1ckRZ9ShdDct7hC:     1906     random_value
tey:     -2795     random_value
Ia_yKeK:     -527.7482154307127     
Jqx7cdL5Bjb9DWzk:     4384.208283054351     true
nk2bAmYNtnY39wzDIa81:     -4970     true
ziPtK1q:     -2305     true
D:     999999     5
b:     999999     
a7KnwTDxak:     -343     true
busPEYzf:     4640.177707529119     5
t:     -2005     random_value
xjUqltyN62weO2sE31j:     2882     true
uOpRG8rF9Otv8k9:     -136     
fsdgJ:     not_a_number     false
za:     999999     5
lYl:     -2911     true
jW98p5aRfJNKst5C:     -4623     random_value
BtPw038M:     4179     random_value
qWd24rzHM:     -3117     random_value
xERokUSQcXY8yb9U_:     3716     true
Fef:     -7863.944692091915     
pyj1EGFxqPw:     not_a_number     false
Yah3EKe3MlspnYvqt:     -1391     random_value
InIT4UuPjzBQM4:     -594     false
gosHlccSdMkgmM:     -1765     false
fRCoI:     8861.810884659139     
tx:     656     5
FS2:     999999     5
q1G4Oio8bnKfa8MT8:     3431.7948325029392     
Tudk2iMikzto9n:     not_a_number     
j4uSS0pOzmkgRP3:     999999     random_value
lQ1mxKTwp1dB9:     999999     random_value
GJvUwS:     854.1247264551785     false
tCszMZGQy2iKNAzszT3:     5009.969701171349     random_value
G6fdhIrTqf:     9210.19415205342     false
w8ure9fYZwzGTSF5OnX0:     999999     random_value
LzxO20T6mVs8o6NgRg:     4811.55566357846     false
VooWEuBM:     -3027     
itpeVC_Icqz:     -2814     true
r2W4MGI_nOk6EjQYls1:     999999     random_value
uQZ:     not_a_number     
TlJ50Zm2q:     -65     random_value
LoS6Ho0Kvn:     7146.17327534447     5
aMe1zfjYuAB8d2RrM:     -4119     
S5WmoMeUHb4tPwRQHJ0:     -1631     
VXK4ShyYqESmRJ3O5VGd:     not_a_number     random_value
ZKUXsr:     999999     true
r8xrDjMEexiaD33xPXsR:     not_a_number     false
mANJCFjdzWwQu:     950     
EkqS77bXbCblRbckG:     999999     
tgma6Zx:     999999     random_value
D3aa:     not_a_number     true
Q4ly9zWgZhKt:     3031     random_value
k8ucbCUbtQYwV0:     999999     random_value
qzOhW_9Jy3Fn:     not_a_number     
sBrqrV_ZW:     -2714     5
w_dt59oMzeRXzZqHsV0G:     not_a_number     random_value
Kbio874_FInTHJ:     3498.1733575934213     
lkY_vZRSqOm:     -1437     false
nOP8s7uUtdD:     999999     random_value
SX4jSNjt:     -2585     random_value
bUJsgr3N6Ds1lmkbd_:     999999     true
vtZcCPDJz:     999999     true
tfL:     1498     random_value
LVLgJv8qAsntrEXFN:     not_a_number     true
caatKKV7BXAehfhI9s:     89     
hTcDqQnpvUtJXB6h:     -2082     
UM6mK_p0EKC:     3614     random_value
rnzUoRhD7dB:     2036     5
MGMcYuNhKuJR:     -3602.3935235878234     true
tddVOmWqsnPIvKr:     -575     random_value
PRIN:     1572     false
Svip_m3W1ighZ0I:     not_a_number     
IFOuT:     683     5
u:     999999     random_value
rDGT0_H7kL6uxDg:     1989     random_value
FMl0j:     not_a_number     false
D:     -835     5
Cj60T:     -3991     
vgO:     -4651     false
X:     4192     5
DTEYSoygQirTC9Bo:     4174.449133308683     false
U3fgG2Yy2_SGi0UKc_LR:     -515.135497414989     true
NQRsv0QjC:     526     false
s0fBHuX1e6MkVrGWKt:     999999     false
C:     -2743     random_value
iJAbAHHJx7jR5:     -1849     
AddMR3:     -4405.082721678764     random_value
Nd3upwe0X9awAHLUu6:     3503     5
uJQGzJ2gEHgApOV_XgkM:     1882.808316864528     5
RGzt0kNRzxMmXm6Do42:     9184.855081785892     
woIgRd3rh1_ig:     1663     false
QG_E55:     999999     random_value
pJmFtCtN4kj:     999999     
csCAvj:     -1130     true
VXWINYk5j:     -1040     false
Wd:     not_a_number     5
XsB1u5UFKW:     1084     true
Qb:     2181     false
iQXYhR3KIEY7Insr:     -2752     true
gF0lR9vb4Gff2ivxGI:     1152     random_value
NKrRG0:     999999     random_value
K:     3352     true
xzXl:     999999     true
N2yzoSMbK:     not_a_number     false
aChaybMSQ:     1945     
KeMBz6rS7IIx:     -8758.096819480363     
vcW6fS42G5:     3329     true
s9zwTBM1eHQUxGBql7dh:     not_a_number     
iliOdBkzJhWFxZ9SsiA:     -8700.40315129551     false
NK69oQBw5KI:     -2912.572899128947     5
K5f0ZhGHL5Z:     -6929.732647554248     5
bjiVdONykpaW2X:     4337     random_value
asBhjt9Wp8IWX:     not_a_number     
fqBL9C3pQtc9G:     not_a_number     false
CodhazuqT7q:     -2708     5
DKHLt4cA5MLof6:     207     true
sE1D7TOZbNkpPcI:     999999     
FB9lSNiYe:     -2857     false
S6msM7M0tt:     98     5
EYCFkHCcJ7btUu:     999999     false
w6jEq3wX8Fg56EjEQJN:     -8394.354657013027     true
k:     2549.0696148983625     
nU868aUNYkptmO8YdX:     -2273     random_value
vVoUQR8MESl0:     not_a_number     5
fl0sC_KvPmvxc:     679     false
u1xJ:     3279.3597051126017     5
sLdqMR0QnXrZ:     3769     
BWjljR:     -2119     true
ALXysU:     1310     5
fmQ_aAU0Bnl4LDd:     not_a_number     5
q7rmcvN:     -981     random_value
P_Q9byf7:     -5066.416159935689     false
HxJpAGjkn8ogp:     -3097     5
cQBrOcNoig13s:     -4277     false
pVyDXJXNK0GZjK6:     999999     5
OjImN:     not_a_number     false
F_8IBmA:     -73     
eVXcVnWyr9Yf:     -1894     false
tQTAwPBNaummHvKoMjE:     -1561.6625180177161     
O7ATb1:     999999     random_value
MAhGD4jug4BaR33sk:     -242     random_value
q18Qqu8Dwb78u7YTSPdi:     4059     5
z0vltLMadRXfU:     3019     
On8wfEX3cMoeE9D6cZ:     not_a_number     5
gnnq0i2aNI9I0nk4FY9U:     -8322.13132899236     5
gIOwP:     999999     5
PL4wRjBCJB4IM3:     3391     5
wtBPgzbFP3INahCxlq:     not_a_number     false
lpKehJ27SYNWzj5:     -648     false
RJb5h6BBHDJmzLx2o:     419     true
ASELvxXIOcSbYo14eWX:     999999     5
Aynu:     999999     
fMZHkeJ05Ht3U8:     999999     random_value
Q6G:     -8040.773563342041     5
FEN0rWtZAvsdTGMyk68:     -1923.8795190922929     false
o:     4350     
YzfTyS5ClrU:     4992     
v9BmXTEzG_E:     4020     true
b4sFvLtN_HP3Kp8__tB:     142.06082197946307     true
IZbwmV0oIRC6:     -3370.571173618775     true
gG8XVxwt0jYmo1M:     1249     
Xgp5dWif9G3mrC30Bn:     -4352     random_value
T:     -2286     random_value
brDa278uyGd3hw:     2940.666648324581     true
V7NZE8NBaiqE9NJO:     -1492.301081205891     
p3cv8UiYTNketg6T:     2257.677413103047     random_value
UbH2JPjMuhn:     7049.509401136023     true
xbo0uRUNKam0JOaVMfy:     not_a_number     true
bypiwnu_nO6yq:     999999     false
qoqEyeM5_Dnbd:     not_a_number     true
rxmyGGXlG:     not_a_number     false
Z6v5d:     -3620     
npnoS8Tn5BbfdH:     -2558     random_value
c6T8Ub1qh0dN:     -59     true
sS_EFGE82S4ZEBilKk:     -1756     
LZMR4YKNPAIRXrcA3:     2039.1362617081322     random_value
a:     not_a_number     5
cCpHzNowZXe:     9729.573497736365     random_value
RjB_7U_qrL4T3KM0DP:     -619     true
MTb15ecaLtBLQx:     15     true
b:     999999     random_value
aUSU0Ypc6pCQ1Bfw2F:     999999     5
L8CU8fe5YaPK9lU:     not_a_number     
coa:     -4745     random_value
UsAO0N68I:     999999     5
pfBggA4lVdE:     -1180     random_value
YP2:     4060     
q9jrZ7s0E2Vx:     not_a_number     false
K:     999999     5
MwaxEk1i:     3051     
Qyqp:     -677     false
gxChKVNs_:     not_a_number     false
pBdOzHphV:     999999     
kqG300l:     2713     
CCFQXt0b9:     1547     true
S5XgR4C6iVwDFdEYMhEo:     -1777     5
XFNPaVFRqeicrvXN:     -1237     false
OnYuS:     -4645     true
ISG_p_F:     70     true
prcZ5AKWiMUnwaWkX:     -1412     false
o:     8137.819278995572     false
dYiLcQYLUMH9etjf_vVu:     -2141.73975361222     false
Y3FD1JnB1vS6poMQW:     999999     true
hyxBkiaHKFJpI:     not_a_number     random_value
PlB08OxL4nCH:     1405.7179921994448     random_value
fZk:     -6361.596324416885     random_value
qYV42lOOkTV1xse9:     999999     
NRLYl:     -2769     true
UlfHbFdFJQFB7B7XBwyU:     -3597     random_value
kE8NHYWd0OsHzyR6_syY:     158.44993481567508     5
hK7Lc_4yoY5:     not_a_number     5
hRoaCQX3ZRaYM:     3843     random_value
z9bysRo3jZ2lvZ:     not_a_number     true
E80deIrFxvg3zbW8_a:     999999     random_value
rqLY:     999999     random_value
IuI:     -1461     random_value
sm9arBnVPuTPgN:     999999     random_value
Fyi:     not_a_number     false
xGyfejsdDJcEY:     5920.754625050364     random_value
VxLBVyOKvFQF:     3703     random_value
AO1R5UNAKd9A5:     999999     true
oxcP_jKGEAE1XlnAJSB:     -5768.983391927442     5
g:     -1879     false
dTKOZCWeMKPr:     847     false
dYGHn9NHqqAQWNYc:     999999     5
NZlLcuzGz4SI7W:     -44     random_value
T:     1679     true
uW:     -3348     false
gEw3dIj8:     not_a_number     5
pSIOmNr6xTuB:     6043.79151172747     5
fDzPEHl4lyO:     -7390.521441219331     
VgvjKaJC4:     999999     
v:     999999     random_value
ScpIA:     2644     
MJTvK:     999999     
ll8d5B6i:     not_a_number     false
ignSHDB07Iv:     -2571     true
PsoSNqxqdzd2:     -3585.4119475214775     
MQMB3GX:     4261     true
Snl306fRaRKEQH4rhz:     not_a_number     false
FJY73qj:     999999     random_value
enhTDfao2RSfSvxPTw7X:     3018     random_value
eZx_sTvxxvyk55xp:     -387     true
mhquIIEm:     -3309.100888399623     5
HE6dIb0LYn:     -2795     random_value
QAyZZV:     -4366     false
Z0lGV03IxVSNmMxDB:     644     
JKkHxU9TjfnR_0qU5g:     -3093     
eHarjXZSnIEOqr_QMSN:     -634     random_value
zD5hbyvViqQiV:     not_a_number     random_value
NCZ:     4929.862553968076     false
Hj2gTK05psID:     not_a_number     random_value
J7zSPN9fzRuT9kfvqcDE:     999999     5
B_jB0dPJ:     -4800     false
q:     9662.878941242769     true
wdAbmps1I:     -3782     true
XePgaxKuO3BM:     not_a_number     true
zEq7h0n3MZ6luPCWH8:     -3045     5
VBNjvEn1HO:     not_a_number     true
bThFja:     not_a_number     random_value
xegoR:     -4154     false
LfHr7CVrMVE3GC7co:     -7528.609380523501     false
zSvl908rT4D7f455Q:     2647     random_value
WsRTBs7c3UmaYSglHQE:     -4733.7649483078285     false
orQGYqifmW9BbB_:     -1667.4609005483344     random_value
KCtT:     999999     
ikZ6GXe1C00agP:     999999     false
p6jsLuzc5k:     -9504.543316769794     
WVgRr54:     999999     5
yJOtOewzqsfPmF:     -1679     
WwvDFVmed0Z_0x:     999999     5
jyf3bv82GMm:     -266.7515205271302     
b7Q2dcdkJ6R:     -2656     
Cd2YfYMFolxoKkenr:     -2220     false
w8HuqcDSm:     2940     false
XDdzrD6:     not_a_number     
HSsT6:     not_a_number     false
ZQqvAZXe1fTxq8:     5386.377979939547     true
aD6CUtYqxHvXmA:     4180.987122488057     true
bbrpo2uqvojKbnaw:     93     false
n1U0hiplL4:     -2550.144610919574     
k6hbrBDegDo2ILZSIL:     not_a_number     5
zvoinhwpsdv7O8Ox8Bu:     -3232     
BZGB4f9o:     not_a_number     random_value
fXUJph1hYoMEES4ag4:     -3001     false
LQwPm6p:     2784     
A_fchTzgj4:     4897     
JDT9EaI_tgCPYVCzKio:     233     false
EZFVfz8AiCVeE:     2543     
nZdWy7XfF:     not_a_number     
qzguhcHoYWh0jO3tJuY:     -1062     5
x:     not_a_number     false
JHA:     3086     5
jOik4lLpG0JtWUSHb:     not_a_number     random_value
ec1iUb:     3248     
OAWu1PzY:     999999     false
ZUJRj:     999999     5
x4uaeCZ1hh:     not_a_number     5
ynyx:     -2817     true
o5hvQ1n5E4:     999999     
jeFy7X9:     -631.5636048274209     
XRE2K4gPm9vXsHtUy:     -359     true
Y3zbZ:     999999     false
oA_0mfmESizd9Yv7PK:     -2473     5
T:     not_a_number     5
wK8MjWyijVFcB:     1976     random_value
jRTDO44Tf2tM:     999999     false
yXoXXFlMzdO9ks1SV:     not_a_number     false
BDQqzGNB:     999999     random_value
C:     -2985     
oiMmqXg0K:     1822     5
edf8NrtKlXR:     999999     false
C3mrZ:     not_a_number     random_value
cvuqZPfGUwCeAUn:     -4108     true
gFIBkEvTSGscdYZce4:     not_a_number     random_value
QPA9e:     not_a_number     false
d:     238     
hO6zNyDsp3YJ:     4662     true
W7t4xpyCXEvF_UHQdm:     999999     true
T96wdS8Pi:     -9     5
V7:     4302     true
iRR:     999999     false
Pvtsu9Lr:     -4253     5
zcgQU:     1862     true
u4lvTXQqgRbN458To:     999999     true
z3WdCKiEKuq:     -979     false
uI:     -4379     5
v6IFZN:     999999     random_value
TXUIlYYPFHq:     not_a_number     random_value
Lr:     999999     true
oaUz0lxs6cIu3T4h:     not_a_number     5
W:     999999     true
W5qLpxEUCXlbGmB:     -1661     random_value
I1AzV:     999999     false
n4p221HE74Y2HgtmmYj:     999999     5
VENxps41H6kD7iZI:     -839     false
nwo1n:     5343.839080046815     
pYTbPn3MGB8oy4e_Zst:     3649     false
uitBenkP0V:     3206.4812559981765     random_value
R0RGNRK8BzF1:     -4160     false
ei_ZnkF3g2jG0wVvYXfg:     1046.5264988836352     false
mNyEnMu:     not_a_number     false
L9lOZoa7buujib:     1454     false
ePmNY_:     999999     5
lkXtd1ST5:     not_a_number     false
M9Spm4IU4jBeLlv:     999999     
LYhIwmyyMvs0:     -2497     true
OMK7jBICgL4qOMUO:     not_a_number     5
JvD5rwxWh7O27UrZPhvT:     -6670.596165706904     
hY5R6hxJJVeu:     1823     false
LpyYwouPmuONZB:     2168     random_value
Unw:     2537.8484541638118     false
YVV7gkmhy:     -595     random_value
hOWLEkidc7tP:     999999     random_value
L3BwSawnMxFRQw:     not_a_number     true
V:     999999     true
cTpso:     2391     
v1MA7I8:     999999     5
o77Myxd:     6174.572923540978     
QeaC65rI1:     not_a_number     true
mtI:     -3678     5
cWgzoX5VOfIOG3y:     5964.705315966765     random_value
HkuMXCD33pe6m:     1111     
kqC5xumZiWYpR1VjdP:     4301     true
mc7gKmWX6_IYflsICie:     not_a_number     
OQRJ772F:     3196     5
zyhHo5zHAZw0BCa:     not_a_number     
zZhS8M:     not_a_number     5
unnGM:     2249     random_value
W7G:     not_a_number     false
C6YZ0:     -2796     5
eQO_wuVHgP7:     9668.312376550035     false
oXA0rcv5NkyS0e1XY:     999999     true
No3JXdmDRdvTd5:     -1315     true
qKjtSbq2:     -233.0061560972681     
vSl7ReMu2J3MR08VQEk:     999999     true
MhJK:     999999     
aWT8unNEhqLS:     -4390     false
NdiDpjtg01nEM_:     not_a_number     random_value
dAw9vd:     -3008     5
uEckQ4WkngKu:     1647     5
yi6L4J:     8828.75790714391     true
ACTsLXnhhchyf2gX_:     not_a_number     random_value
rvSG1FrCRO7OV0:     999999     false
D1:     999999     false
v:     4895     true
EcDl:     2091     
kW0at_sRdW1p_0T2mbGV:     3261.4674908773286     5
UwV3cx:     -2385     false
ggw4_d3r:     999999     
yJlPgd4d29S2:     -1382     random_value
KRuPb:     -3902.798496802766     5
VuY0:     999999     true
TKVyVmSzaf:     not_a_number     5
eYwO8lxh2q8_4CIlSJzH:     -1313     5
S3TIfTVXMUc:     not_a_number     true
r92ulMKuIug:     999999     random_value
WBAkZvNsRpE:     -4580     false
jorKKXare_2wQ:     829     false
E:     999999     random_value
i:     927     random_value
SY:     999999     true
NymUobvAqm:     4049     false
ncrWaAnuy4Aj:     1466     false
wwmuKCrMxKOJSqxZCTcK:     999999     5
MSGMU45JCO:     2352.6069166275665     true
AGVrLo0P:     not_a_number     false
r:     999999     true
xzoaUjbq1k:     -1386.3239638084506     false
p:     999999     5
Kh9Rqp:     999999     5
QXsj5X:     -3756     5
MII8cIwA2mjZv:     2930     random_value
vTMcbo:     999999     false
g1M5DoS2Qylv:     -8747.239793381736     5
OI2oteHf3SKNGI3nGn:     4184     
kVw7Qd:     1585     
CjkXKLi2:     3066.118388611314     
BBxuFo35vim8M2h:     -1134     
SDBV1HUv2:     not_a_number     true
A6qxO:     not_a_number     5
RG0:     816     true
yv:     4122     random_value
z7L8Vnl4Ws3j0eAF:     999999     5
e0ifuULpSyWiSL:     -1385     random_value
dPVdSJZm:     -1540     random_value
ZmgobWqE9p7D2:     6172.104303979007     true
NTKm8_hJyWW:     not_a_number     false
zdsFt4PaAv8UVc_d6UC:     8047.0314461910275     random_value
n1RzzdZuEixs6wJ9g_:     -8812.761865949598     false
y0tZQ:     819     
AtfnNNd:     3240.616769495693     false
ullXO58Z243a:     1988     5
MZ:     -1368.6701526316501     false
MLCRhjmpDS3Z:     -2531     5
zIrix8iPeelmr79i8x:     -186     
fNR:     not_a_number     false
hSYPvS:     1682.7448472985034     5
OGqS1yQfaKcrEm:     842     random_value
BwRAWSLqqEHJO:     162.14816352062735     5
Chbz5:     -3706     true
HyDnI22x:     -2633     true
gwN:     999999     true
gTHItup7Sojo2Qd:     981     true
VdnR:     -945     random_value
LxG_NYbiRB0Nkta4:     -3813.298252847948     false
VTinxExgYQduE:     999999     false
WM:     999999     random_value
QRGYyFClXXbg:     999999     random_value
Tqrs1BuN77J:     -8564.770750146672     true
qaSIhV:     not_a_number     5
x9NCHprPBrcT:     3125     5
I:     5290.492954563877     random_value
ao:     3086     false
srPo200uE:     -239     5
bH_qFw36FUsfW1:     not_a_number     random_value
TElX5iAY:     3643     random_value
r3_VjJyKwb:     999999     false
DQmkP:     4007.7751453158853     random_value
H3IWCYoG:     4554     true
dr31rSh:     4271     true
Clr0r4LyU:     -416     random_value
zSB9XoLcJOS1SXtrgr:     1703     
PCHZIG1dJyfoc0N7r4:     not_a_number     true
ws9SG_7hNscu8v0JwsbY:     999999     true
sITqoKqu_vM:     -6667.940343447401     false
qo8:     999999     true
miQjPHnckc:     3508     random_value
FHRT:     -3799.2099807128006     
eMhOkc:     not_a_number     random_value
UoxUjKpk1_L:     4375     5
rCGOLh:     -3850     
j2:     289     true
UsdSov:     -1482     5
Efu8YvYOrkJLC5Dim:     -6162.25298861432     5
a56KSX9:     -4540.311776002115     
YMaA3qQohcPzkzCYq:     not_a_number     5
yJ8iudFEuz9sMrC:     -7595.413283374082     5
fl:     not_a_number     
jxfHyQVjWrZvh:     1783     5
a4Vza2D4Gxh9:     999999     5
a1KI5kjK:     4951.376058353413     5
w5N5:     999999     5
mXvqplQmsAjNJSW0c0u:     999999     
HqzzljqXniMb2kVE7_T:     945     
SiuWToH1JMc:     4127.618015105139     true
RkO:     not_a_number     true
WcsUawfsiML2:     -9192.337819019349     5
yO_1s23pn8:     999999     
tuCmrx:     50     5
kUC:     -5722.325021116428     
QD9_B8uew7iC4j:     3326     5
UXiCXA89vzoD_y_H:     3575     5
n2:     999999     5
GAALz:     not_a_number     false
iev7:     3094     false
w1ni07VDo:     999999     
xoJg_KN_fbleZbLo:     999999     random_value
uYe:     3004     true
ii208pgVPQlSZ_So:     945     false
zJ_eyBiLiMF:     -4354     5
KTIUoIqoenEn:     4242     5
g_KFwk5Hr_iJE7Ug:     2355     5
hh57Rac3KVB_9LoL:     3007     5
acS6JMHqV4:     552     random_value
z6YhOhzauc_ViBkP1L:     4319     true
MiRVEvd837wd:     4502     
EmTASB:     -1838     true
Vk6cBUZsQmXQ96FXes:     1317     
tYdM8fwwrN:     not_a_number     5
LqiMgM:     -2689     5
uSXPjZwhRboakRXUd:     2458     true
y:     8358.497237384021     random_value
DOXahV:     -3250     
OJPyRxeyKFVtKXpk4fd5:     -303     false
zfVUQ:     1273     random_value
TL49THIJJS0M:     not_a_number     false
khKPGeJ:     -2311     false
eS9ej1Y7NBV:     184     random_value
LczWe8EpDWU:     4757     random_value
grCQBaY0mA3vG:     -8713.21486502306     random_value
wRvaCB:     -8035.199923729395     5
vNU_:     3866     random_value
nIj8jxsSnUz:     -4598     
GMv:     not_a_number     false
i28LeT:     not_a_number     
aT5L1tiJb0ZJml:     -964     
T2akKjHgMBxH6Bq5o:     3926     false
oiu9B6Sii:     999999     
p2ltYA_jXaC4:     -4303     random_value
Kv8h9UCBlPM:     3919     
GaA5jqj9URIC:     not_a_number     true
leE2vY5__9cPHO:     1993     random_value
EgS5ikTao_n9zA:     999999     random_value
LGWGsF4pWIm8LJ_:     999999     true
wvu:     not_a_number     true
Lx8syMiwBY_igbET8KM:     999999     5
tIl5rP6YERqhlz2w:     999999     random_value
YC9Pv9cPQn:     -1694     
myh8kXyqu2kXbuUkxos0:     -9312.861961092083     5
OoM4reKQEeGTxXQ:     -2216     5
P7nwxnlORvzNL7eax:     not_a_number     false
gXZLDmS5SKrEIvNmbM:     9450.30535666187     false
uU1cX:     3216     5
K:     999999     
rM8pN:     not_a_number     false
n4iKID4OhZa9EXPs:     999999     true
LqP0:     2319     random_value
YlyNrHfnvC5LIgt:     1852.3878015407554     random_value
rwJdc5jqAj:     -9420.344212256028     random_value
EfC0:     4350     false
kbi9sQRQjsEo3Skx:     1573     
qGzu5UCaqXJXq6Z5nE9:     -335     false
Z_jcHtHMa5xk2KrAH:     999999     
sH0FbXSqkbo:     not_a_number     random_value
S6T4wVuOHLSEo:     2772     5
DQn7Xi6Fd:     8633.301870895004     true
zsLCVfgo:     not_a_number     
OcHRan:     -401     5
qgFUMg106N:     -1288     false
YLX:     990     true
Cu51OoC:     4688     random_value
QfkFrcVJFmJ6:     1305     random_value
GY4fP2nxGxGB:     -4165     false
o:     999999     true
dE2_VuQcp5:     1912     
xMABZEFpmpAiC:     -1203.8637469369387     random_value
TIRh09cnKDBJR:     48     true
AbewgRA1lQt9d_B:     not_a_number     false
wAAniBaG2K:     not_a_number     
tNR:     3539     random_value
Uit5dkWxfYK964N:     999999     random_value
zy_ZnN6eLHk5wTlq9Vf:     -6986.391139392045     false
feUpoR1:     4464     true
gK:     -2489     true
QpO4JfT1mHzNjRNLuKC7:     -4343     
PYxcMnPugt4svqJOA:     1452     
N7JK06uqZ693LUVWA5_:     not_a_number     
Gq1_Pzg1SvrpXOJrA:     1067     5
NL:     not_a_number     5
Zdb5gw:     3749     random_value
xIwVki_cCZCkvyN7ogNm:     -8001.831462643978     5
pX_Qn6O:     3548     
FgYPHp1fzjt2tGd:     -4792     true
Fs5EvGxqBAuYzBDAwJY5:     2458     
iqNTbarApzDcyFbveNd:     9953.295023597362     random_value
Czwk5zy0x3XvVe9i:     3292     5
uwzrPu2zolBLJwE:     2122     false
COzWz7qDlA:     not_a_number     
LMD4lNq03U5k:     8569.13071873675     5
W_oCZl2sCqKWlJ4Ti:     617.6411618402981     5
UML8uiuW:     452     
o:     -3043     
bep_C:     not_a_number     
IsOB3eE:     999999     5
GNNifagfP73UPB:     999999     true
QxC7cl9mIW6Cz1x0H:     999999     random_value
sd3ETYD:     3839     false
B0eALPDnuU7W3VycBX20:     489     5
P0bw3Vo4KdlSxI:     3537     true
GMGR7vb5oBOKE6b:     -3799     random_value
VoAZGdVd1u6Y:     -8944.862196428876     
KMwq_HkS1IccG:     999999     
pdEb0A:     not_a_number     5
rzNrGibg1aT0WaIEGYfp:     1029     
SJ8c_Ljuwft:     5003.421961178541     false
ANz:     not_a_number     
aJi34xLMZxT7l3OcZW:     2684.1903535900783     false
sxra17lVi:     2514     true
qaBlHUfgLYUUhMzl3S:     999999     false
glF2QJ1n9GFk13_C:     999999     
vdsaPjbGby:     1554.7821679924855     5
jlbq0A_VFgXMe:     1098.7245844515091     5
DW2XNRR6ujiBvg95j:     3595     
cKhkxWxkWfa:     3827     false
l9UPMxFExo:     -2687     true
pY:     not_a_number     true
cgIF:     -2456     
s11KVP:     999999     5
i4vYvpfwW7my:     -300     
bbt:     not_a_number     true
epffKrYUTm8D2SgrF:     -6097.250813076036     false
dh8mtCIIUgh_CFJ:     not_a_number     true
gVAWjlB:     4388     
FpLq2fm5ur5AVPDCLYxs:     -589     true
Rn_T5jO17x9Nlp:     not_a_number     random_value
U2y050m8irHyKueQ:     2886     
vdmSyZRWCyq:     -558     
hoM0p:     not_a_number     
KjhehcXU23:     721     random_value
ymK:     999999     random_value
xUdluAEtTTbDfs:     3217     true
W9wGATouOVsiVhSsG:     4263.063795064876     false
wtYD8tU05bqcej:     3     false
P_f3SxMftOdUnmNRM:     8566.187756185289     5
